timestamp,sample_mass
10/18/17 17:21,297.1
10/18/17 17:26,297
10/18/17 17:31,297
10/18/17 17:36,297
10/18/17 17:41,296.9
10/18/17 17:46,296.9
10/18/17 17:51,296.8
10/18/17 17:55,296.8
10/18/17 18:00,296.7
10/18/17 18:05,296.7
10/18/17 18:10,296.7
10/18/17 18:15,296.6
10/18/17 18:20,296.5
10/18/17 18:25,296.5
10/18/17 18:30,296.4
10/18/17 18:35,296.4
10/18/17 18:39,296.3
10/18/17 18:44,296.3
10/18/17 18:49,296.2
10/18/17 18:54,296.1
10/18/17 18:59,296.1
10/18/17 19:04,296.1
10/18/17 19:09,296
10/18/17 19:14,295.9
10/18/17 19:19,295.9
10/18/17 19:23,295.8
10/18/17 19:28,295.8
10/18/17 19:33,295.7
10/18/17 19:38,295.7
10/18/17 19:43,295.6
10/18/17 19:48,295.5
10/18/17 19:53,295.5
10/18/17 19:58,295.5
10/18/17 20:03,295.4
10/18/17 20:07,295.3
10/18/17 20:12,295.3
10/18/17 20:17,295.2
10/18/17 20:22,295.2
10/18/17 20:27,295.1
10/18/17 20:32,295.1
10/18/17 20:37,295
10/18/17 20:42,294.9
10/18/17 20:47,294.9
10/18/17 20:51,294.8
10/18/17 20:56,294.8
10/18/17 21:01,294.7
10/18/17 21:06,294.7
10/18/17 21:11,294.6
10/18/17 21:16,294.6
10/18/17 21:21,294.5
10/18/17 21:26,294.5
10/18/17 21:31,294.4
10/18/17 21:35,294.3
10/18/17 21:40,294.3
10/18/17 21:45,294.3
10/18/17 21:50,294.2
10/18/17 21:55,294.1
10/18/17 22:00,294.1
10/18/17 22:05,294
10/18/17 22:10,294
10/18/17 22:15,293.9
10/18/17 22:19,293.9
10/18/17 22:24,293.8
10/18/17 22:29,293.7
10/18/17 22:34,293.7
10/18/17 22:39,293.7
10/18/17 22:44,293.6
10/18/17 22:49,293.6
10/18/17 22:54,293.5
10/18/17 22:59,293.4
10/18/17 23:03,293.4
10/18/17 23:08,293.3
10/18/17 23:13,293.3
10/18/17 23:18,293.2
10/18/17 23:23,293.2
10/18/17 23:28,293.1
10/18/17 23:33,293.1
10/18/17 23:38,293
10/18/17 23:43,293
10/18/17 23:47,292.9
10/18/17 23:52,292.9
10/18/17 23:57,292.8
10/19/17 0:02,292.7
10/19/17 0:07,292.7
10/19/17 0:12,292.7
10/19/17 0:17,292.6
10/19/17 0:22,292.5
10/19/17 0:27,292.5
10/19/17 0:31,292.4
10/19/17 0:36,292.4
10/19/17 0:41,292.3
10/19/17 0:46,292.3
10/19/17 0:51,292.2
10/19/17 0:56,292.2
10/19/17 1:01,292.1
10/19/17 1:06,292.1
10/19/17 1:11,292
10/19/17 1:16,292
10/19/17 1:20,291.9
10/19/17 1:25,291.9
10/19/17 1:30,291.8
10/19/17 1:35,291.8
10/19/17 1:40,291.7
10/19/17 1:45,291.6
10/19/17 1:50,291.6
10/19/17 1:55,291.5
10/19/17 2:00,291.5
10/19/17 2:04,291.5
10/19/17 2:09,291.4
10/19/17 2:14,291.3
10/19/17 2:19,291.3
10/19/17 2:24,291.2
10/19/17 2:29,291.2
10/19/17 2:34,291.1
10/19/17 2:39,291.1
10/19/17 2:44,291
10/19/17 2:48,291
10/19/17 2:53,290.9
10/19/17 2:58,290.9
10/19/17 3:03,290.8
10/19/17 3:08,290.8
10/19/17 3:13,290.7
10/19/17 3:18,290.7
10/19/17 3:23,290.6
10/19/17 3:28,290.6
10/19/17 3:32,290.5
10/19/17 3:37,290.5
10/19/17 3:42,290.4
10/19/17 3:47,290.4
10/19/17 3:52,290.3
10/19/17 3:57,290.2
10/19/17 4:02,290.2
10/19/17 4:07,290.2
10/19/17 4:12,290.1
10/19/17 4:16,290.1
10/19/17 4:21,290
10/19/17 4:26,289.9
10/19/17 4:31,289.9
10/19/17 4:36,289.8
10/19/17 4:41,289.8
10/19/17 4:46,289.7
10/19/17 4:51,289.7
10/19/17 4:56,289.6
10/19/17 5:00,289.6
10/19/17 5:05,289.5
10/19/17 5:10,289.5
10/19/17 5:15,289.4
10/19/17 5:20,289.4
10/19/17 5:25,289.3
10/19/17 5:30,289.3
10/19/17 5:35,289.2
10/19/17 5:40,289.2
10/19/17 5:44,289.1
10/19/17 5:49,289.1
10/19/17 5:54,289
10/19/17 5:59,289
10/19/17 6:04,288.9
10/19/17 6:09,288.9
10/19/17 6:14,288.8
10/19/17 6:19,288.8
10/19/17 6:24,288.7
10/19/17 6:28,288.7
10/19/17 6:33,288.6
10/19/17 6:38,288.6
10/19/17 6:43,288.5
10/19/17 6:48,288.5
10/19/17 6:53,288.4
10/19/17 6:58,288.4
10/19/17 7:03,288.3
10/19/17 7:08,288.3
10/19/17 7:12,288.2
10/19/17 7:17,288.2
10/19/17 7:22,288.1
10/19/17 7:27,288.1
10/19/17 7:32,288
10/19/17 7:37,288
10/19/17 7:42,287.9
10/19/17 7:47,287.9
10/19/17 7:52,287.8
10/19/17 7:56,287.8
10/19/17 8:01,287.7
10/19/17 8:06,287.7
10/19/17 8:11,287.6
10/19/17 8:16,287.6
10/19/17 8:21,287.5
10/19/17 8:26,287.5
10/19/17 8:31,287.4
10/19/17 8:36,287.4
10/19/17 8:40,287.3
10/19/17 8:45,287.3
10/19/17 8:50,287.2
10/19/17 8:55,287.2
10/19/17 9:00,287.1
10/19/17 9:05,287.1
10/19/17 9:10,287
10/19/17 9:15,287
10/19/17 9:20,286.9
10/19/17 9:24,286.9
10/19/17 9:29,286.8
10/19/17 9:34,286.8
10/19/17 9:39,286.7
10/19/17 9:44,286.7
10/19/17 9:49,286.6
10/19/17 9:54,286.6
10/19/17 9:59,286.5
10/19/17 10:04,286.5
10/19/17 10:08,286.4
10/19/17 10:13,286.4
10/19/17 10:18,286.3
10/19/17 10:23,286.3
10/19/17 10:28,286.2
10/19/17 10:33,286.2
10/19/17 10:38,286.1
10/19/17 10:43,286.1
10/19/17 10:48,286
10/19/17 10:52,286
10/19/17 10:57,285.9
10/19/17 11:02,285.9
10/19/17 11:07,285.8
10/19/17 11:12,285.8
10/19/17 11:17,285.7
10/19/17 11:22,285.7
10/19/17 11:27,285.6
10/19/17 11:32,285.6
10/19/17 11:36,285.6
10/19/17 11:41,285.5
10/19/17 11:46,285.4
10/19/17 11:51,285.4
10/19/17 11:56,285.3
10/19/17 12:01,285.3
10/19/17 12:06,285.3
10/19/17 12:11,285.2
10/19/17 12:16,285.2
10/19/17 12:20,285.1
10/19/17 12:25,285.1
10/19/17 12:30,285
10/19/17 12:35,285
10/19/17 12:40,284.9
10/19/17 12:45,284.9
10/19/17 12:50,284.8
10/19/17 12:55,284.8
10/19/17 13:00,284.7
10/19/17 13:04,284.7
10/19/17 13:09,284.6
10/19/17 13:14,284.6
10/19/17 13:19,284.5
10/19/17 13:24,284.5
10/19/17 13:29,284.4
10/19/17 13:34,284.4
10/19/17 13:39,284.3
10/19/17 13:44,284.3
10/19/17 13:48,284.2
10/19/17 13:53,284.2
10/19/17 13:58,284.1
10/19/17 14:03,284.1
10/19/17 14:08,284.1
10/19/17 14:13,284
10/19/17 14:18,283.9
10/19/17 14:23,283.9
10/19/17 14:28,283.8
10/19/17 14:32,283.8
10/19/17 14:37,283.7
10/19/17 14:42,283.7
10/19/17 14:47,283.7
10/19/17 14:52,283.6
10/19/17 14:57,283.6
10/19/17 15:02,283.5
10/19/17 15:07,283.4
10/19/17 15:12,283.4
10/19/17 15:16,283.4
10/19/17 15:21,283.3
10/19/17 15:26,283.3
10/19/17 15:31,283.2
10/19/17 15:36,283.2
10/19/17 15:41,283.1
10/19/17 15:46,283.1
10/19/17 15:51,283
10/19/17 15:56,283
10/19/17 16:00,282.9
10/19/17 16:05,282.9
10/19/17 16:10,282.8
10/19/17 16:15,282.8
10/19/17 16:20,282.8
10/19/17 16:25,282.7
10/19/17 16:30,282.7
10/19/17 16:35,282.6
10/19/17 16:40,282.6
10/19/17 16:44,282.5
10/19/17 16:49,282.5
10/19/17 16:54,282.4
10/19/17 16:59,282.4
10/19/17 17:04,282.3
10/19/17 17:09,282.3
10/19/17 17:14,282.2
10/19/17 17:19,282.2
10/19/17 17:24,282.1
10/19/17 17:28,282.1
10/19/17 17:33,282
10/19/17 17:38,282
10/19/17 17:43,281.9
10/19/17 17:48,281.9
10/19/17 17:53,281.9
10/19/17 17:58,281.8
10/19/17 18:03,281.8
10/19/17 18:08,281.7
10/19/17 18:12,281.7
10/19/17 18:17,281.6
10/19/17 18:22,281.6
10/19/17 18:27,281.5
10/19/17 18:32,281.5
10/19/17 18:37,281.4
10/19/17 18:42,281.4
10/19/17 18:47,281.3
10/19/17 18:52,281.3
10/19/17 18:56,281.3
10/19/17 19:01,281.2
10/19/17 19:06,281.2
10/19/17 19:11,281.1
10/19/17 19:16,281.1
10/19/17 19:21,281
10/19/17 19:26,281
10/19/17 19:31,280.9
10/19/17 19:36,280.9
10/19/17 19:40,280.8
10/19/17 19:45,280.8
10/19/17 19:50,280.8
10/19/17 19:55,280.7
10/19/17 20:00,280.7
10/19/17 20:05,280.6
10/19/17 20:10,280.6
10/19/17 20:15,280.5
10/19/17 20:20,280.5
10/19/17 20:24,280.4
10/19/17 20:29,280.4
10/19/17 20:34,280.4
10/19/17 20:39,280.3
10/19/17 20:44,280.3
10/19/17 20:49,280.2
10/19/17 20:54,280.2
10/19/17 20:59,280.1
10/19/17 21:04,280.1
10/19/17 21:08,280.1
10/19/17 21:13,280
10/19/17 21:18,280
10/19/17 21:23,279.9
10/19/17 21:28,279.9
10/19/17 21:33,279.8
10/19/17 21:38,279.8
10/19/17 21:43,279.7
10/19/17 21:48,279.7
10/19/17 21:52,279.6
10/19/17 21:57,279.6
10/19/17 22:02,279.5
10/19/17 22:07,279.5
10/19/17 22:12,279.4
10/19/17 22:17,279.4
10/19/17 22:22,279.4
10/19/17 22:27,279.3
10/19/17 22:32,279.3
10/19/17 22:36,279.2
10/19/17 22:41,279.2
10/19/17 22:46,279.1
10/19/17 22:51,279.1
10/19/17 22:56,279.1
10/19/17 23:01,279
10/19/17 23:06,279
10/19/17 23:11,278.9
10/19/17 23:16,278.9
10/19/17 23:21,278.9
10/19/17 23:25,278.8
10/19/17 23:30,278.8
10/19/17 23:35,278.7
10/19/17 23:40,278.7
10/19/17 23:45,278.7
10/19/17 23:50,278.6
10/19/17 23:55,278.6
10/20/17 0:00,278.5
10/20/17 0:05,278.5
10/20/17 0:09,278.5
10/20/17 0:14,278.4
10/20/17 0:19,278.4
10/20/17 0:24,278.4
10/20/17 0:29,278.3
10/20/17 0:34,278.3
10/20/17 0:39,278.2
10/20/17 0:44,278.2
10/20/17 0:49,278.2
10/20/17 0:53,278.2
10/20/17 0:58,278.2
10/20/17 1:03,278.1
10/20/17 1:08,278.1
10/20/17 1:13,278
10/20/17 1:18,278
10/20/17 1:23,278
10/20/17 1:28,278
10/20/17 1:33,277.9
10/20/17 1:37,277.9
10/20/17 1:42,277.9
10/20/17 1:47,277.9
10/20/17 1:52,277.9
10/20/17 1:57,277.8
10/20/17 2:02,277.8
10/20/17 2:07,277.8
10/20/17 2:12,277.7
10/20/17 2:17,277.7
10/20/17 2:21,277.7
10/20/17 2:26,277.7
10/20/17 2:31,277.6
10/20/17 2:36,277.6
10/20/17 2:41,277.6
10/20/17 2:46,277.6
10/20/17 2:51,277.5
10/20/17 2:56,277.5
10/20/17 3:01,277.5
10/20/17 3:05,277.5
10/20/17 3:10,277.5
10/20/17 3:15,277.5
10/20/17 3:20,277.4
10/20/17 3:25,277.4
10/20/17 3:30,277.4
10/20/17 3:35,277.4
10/20/17 3:40,277.3
10/20/17 3:45,277.3
10/20/17 3:49,277.3
10/20/17 3:54,277.3
10/20/17 3:59,277.3
10/20/17 4:04,277.2
10/20/17 4:09,277.2
10/20/17 4:14,277.2
10/20/17 4:19,277.2
10/20/17 4:24,277.2
10/20/17 4:29,277.2
10/20/17 4:33,277.2
10/20/17 4:38,277.1
10/20/17 4:43,277.1
10/20/17 4:48,277.1
10/20/17 4:53,277.1
10/20/17 4:58,277.1
10/20/17 5:03,277.1
10/20/17 5:08,277
10/20/17 5:13,277
10/20/17 5:17,277
10/20/17 5:22,277
10/20/17 5:27,277
10/20/17 5:32,276.9
10/20/17 5:37,276.9
10/20/17 5:42,276.9
10/20/17 5:47,276.9
10/20/17 5:52,276.9
10/20/17 5:57,276.9
10/20/17 6:01,276.9
10/20/17 6:06,276.9
10/20/17 6:11,276.8
10/20/17 6:16,276.8
10/20/17 6:21,276.8
10/20/17 6:26,276.8
10/20/17 6:31,276.8
10/20/17 6:36,276.8
10/20/17 6:41,276.7
10/20/17 6:45,276.7
10/20/17 6:50,276.7
10/20/17 6:55,276.7
10/20/17 7:00,276.7
10/20/17 7:05,276.7
10/20/17 7:10,276.7
10/20/17 7:15,276.6
10/20/17 7:20,276.6
10/20/17 7:25,276.6
10/20/17 7:29,276.6
10/20/17 7:34,276.6
10/20/17 7:39,276.6
10/20/17 7:44,276.6
10/20/17 7:49,276.6
10/20/17 7:54,276.5
10/20/17 7:59,276.5
10/20/17 8:04,276.5
10/20/17 8:09,276.5
10/20/17 8:13,276.5
10/20/17 8:18,276.5
10/20/17 8:23,276.5
10/20/17 8:28,276.4
10/20/17 8:33,276.4
10/20/17 8:38,276.4
10/20/17 8:43,276.4
10/20/17 8:48,276.4
10/20/17 8:53,276.4
10/20/17 8:57,276.4
10/20/17 9:02,276.3
10/20/17 9:07,276.3
10/20/17 9:12,276.3
10/20/17 9:17,276.3
10/20/17 9:22,276.3
10/20/17 9:27,276.3
10/20/17 9:32,276.3
10/20/17 9:37,276.3
10/20/17 9:41,276.3
10/20/17 9:46,276.2
10/20/17 9:51,276.2
10/20/17 9:56,276.2
10/20/17 10:01,276.2
10/20/17 10:06,276.2
10/20/17 10:11,276.2
10/20/17 10:16,276.2
10/20/17 10:21,276.2
10/20/17 10:25,276.1
10/20/17 10:30,276.1
10/20/17 10:35,276.1
10/20/17 10:40,276.1
10/20/17 10:45,276.1
10/20/17 10:50,276.1
10/20/17 10:55,276.1
10/20/17 11:00,276
10/20/17 11:05,276
10/20/17 11:09,276
10/20/17 11:14,276
10/20/17 11:19,276
10/20/17 11:24,276
10/20/17 11:29,276
10/20/17 11:34,275.9
10/20/17 11:39,275.9
10/20/17 11:44,275.9
10/20/17 11:49,275.9
10/20/17 11:53,275.9
10/20/17 11:58,275.9
10/20/17 12:03,275.9
10/20/17 12:08,275.9
10/20/17 12:13,275.9
10/20/17 12:18,275.9
10/20/17 12:23,275.9
10/20/17 12:28,275.8
10/20/17 12:33,275.8
10/20/17 12:37,275.8
10/20/17 12:42,275.8
10/20/17 12:47,275.8
10/20/17 12:52,275.8
10/20/17 12:57,275.8
10/20/17 13:02,275.8
10/20/17 13:07,275.7
10/20/17 13:12,275.7
10/20/17 13:17,275.7
10/20/17 13:21,275.7
10/20/17 13:26,275.7
10/20/17 13:31,275.7
10/20/17 13:36,275.7
10/20/17 13:41,275.7
10/20/17 13:46,275.6
10/20/17 13:51,275.6
10/20/17 13:56,275.6
10/20/17 14:01,275.6
10/20/17 14:05,275.6
10/20/17 14:10,275.6
10/20/17 14:15,275.6
10/20/17 14:20,275.6
10/20/17 14:25,275.6
10/20/17 14:30,275.6
10/20/17 14:35,275.5
10/20/17 14:40,275.5
10/20/17 14:45,275.5
10/20/17 14:49,275.5
10/20/17 14:54,275.5
10/20/17 14:59,275.5
10/20/17 15:04,275.5
10/20/17 15:09,275.5
10/20/17 15:14,275.5
10/20/17 15:19,275.4
10/20/17 15:24,275.4
10/20/17 15:29,275.4
10/20/17 15:33,275.4
10/20/17 15:38,275.4
10/20/17 15:43,275.4
10/20/17 15:48,275.4
10/20/17 15:53,275.4
10/20/17 15:58,275.4
10/20/17 16:03,275.4
10/20/17 16:08,275.3
10/20/17 16:13,275.3
10/20/17 16:17,275.3
10/20/17 16:22,275.3
10/20/17 16:27,275.3
10/20/17 16:32,275.3
10/20/17 16:37,275.3
10/20/17 16:42,275.3
10/20/17 16:47,275.3
10/20/17 16:52,275.3
10/20/17 16:57,275.3
10/20/17 17:01,275.2
10/20/17 17:06,275.2
10/20/17 17:11,275.2
10/20/17 17:16,275.2
10/20/17 17:21,275.2
10/20/17 17:26,275.2
10/20/17 17:31,275.2
10/20/17 17:36,275.2
10/20/17 17:41,275.2
10/20/17 17:45,275.1
10/20/17 17:50,275.1
10/20/17 17:55,275.1
10/20/17 18:00,275.1
10/20/17 18:05,275.1
10/20/17 18:10,275.1
10/20/17 18:15,275.1
10/20/17 18:20,275.1
10/20/17 18:25,275.1
10/20/17 18:29,275.1
10/20/17 18:34,275
10/20/17 18:39,275
10/20/17 18:44,275
10/20/17 18:49,275
10/20/17 18:54,275
10/20/17 18:59,275
10/20/17 19:04,275
10/20/17 19:09,275
10/20/17 19:13,275
10/20/17 19:18,275
10/20/17 19:23,275
10/20/17 19:28,275
10/20/17 19:33,275
10/20/17 19:38,275
10/20/17 19:43,274.9
10/20/17 19:48,274.9
10/20/17 19:53,274.9
10/20/17 19:57,274.9
10/20/17 20:02,274.9
10/20/17 20:07,274.9
10/20/17 20:12,274.9
10/20/17 20:17,274.9
10/20/17 20:22,274.9
10/20/17 20:27,274.9
10/20/17 20:32,274.9
10/20/17 20:37,274.8
10/20/17 20:42,274.8
10/20/17 20:46,274.8
10/20/17 20:51,274.8
10/20/17 20:56,274.8
10/20/17 21:01,274.8
10/20/17 21:06,274.8
10/20/17 21:11,274.8
10/20/17 21:16,274.8
10/20/17 21:21,274.7
10/20/17 21:26,274.7
10/20/17 21:30,274.7
10/20/17 21:35,274.7
10/20/17 21:40,274.7
10/20/17 21:45,274.7
10/20/17 21:50,274.7
10/20/17 21:55,274.7
10/20/17 22:00,274.7
10/20/17 22:05,274.7
10/20/17 22:10,274.7
10/20/17 22:14,274.7
10/20/17 22:19,274.7
10/20/17 22:24,274.7
10/20/17 22:29,274.6
10/20/17 22:34,274.6
10/20/17 22:39,274.6
10/20/17 22:44,274.6
10/20/17 22:49,274.6
10/20/17 22:54,274.6
10/20/17 22:58,274.6
10/20/17 23:03,274.6
10/20/17 23:08,274.5
10/20/17 23:13,274.5
10/20/17 23:18,274.5
10/20/17 23:23,274.5
10/20/17 23:28,274.5
10/20/17 23:33,274.5
10/20/17 23:38,274.5
10/20/17 23:42,274.5
10/20/17 23:47,274.5
10/20/17 23:52,274.5
10/20/17 23:57,274.5
10/21/17 0:02,274.4
10/21/17 0:07,274.4
10/21/17 0:12,274.4
10/21/17 0:17,274.4
10/21/17 0:22,274.4
10/21/17 0:26,274.4
10/21/17 0:31,274.4
10/21/17 0:36,274.4
10/21/17 0:41,274.4
10/21/17 0:46,274.4
10/21/17 0:51,274.4
10/21/17 0:56,274.4
10/21/17 1:01,274.4
10/21/17 1:06,274.3
10/21/17 1:10,274.3
10/21/17 1:15,274.3
10/21/17 1:20,274.3
10/21/17 1:25,274.3
10/21/17 1:30,274.3
10/21/17 1:35,274.3
10/21/17 1:40,274.3
10/21/17 1:45,274.2
10/21/17 1:50,274.2
10/21/17 1:54,274.2
10/21/17 1:59,274.2
10/21/17 2:04,274.2
10/21/17 2:09,274.2
10/21/17 2:14,274.2
10/21/17 2:19,274.2
10/21/17 2:24,274.2
10/21/17 2:29,274.2
10/21/17 2:34,274.2
10/21/17 2:38,274.2
10/21/17 2:43,274.2
10/21/17 2:48,274.1
10/21/17 2:53,274.1
10/21/17 2:58,274.1
10/21/17 3:03,274.1
10/21/17 3:08,274.1
10/21/17 3:13,274.1
10/21/17 3:18,274.1
10/21/17 3:22,274.1
10/21/17 3:27,274.1
10/21/17 3:32,274.1
10/21/17 3:37,274.1
10/21/17 3:42,274.1
10/21/17 3:47,274.1
10/21/17 3:52,274
10/21/17 3:57,274
10/21/17 4:02,274
10/21/17 4:06,274
10/21/17 4:11,274
10/21/17 4:16,274
10/21/17 4:21,274
10/21/17 4:26,274
10/21/17 4:31,274
10/21/17 4:36,274
10/21/17 4:41,274
10/21/17 4:46,274
10/21/17 4:50,273.9
10/21/17 4:55,273.9
10/21/17 5:00,273.9
10/21/17 5:05,273.9
10/21/17 5:10,273.9
10/21/17 5:15,273.9
10/21/17 5:20,273.9
10/21/17 5:25,273.9
10/21/17 5:30,273.9
10/21/17 5:34,273.9
10/21/17 5:39,273.9
10/21/17 5:44,273.9
10/21/17 5:49,273.8
10/21/17 5:54,273.8
10/21/17 5:59,273.8
10/21/17 6:04,273.8
10/21/17 6:09,273.8
10/21/17 6:14,273.8
10/21/17 6:18,273.8
10/21/17 6:23,273.8
10/21/17 6:28,273.8
10/21/17 6:33,273.7
10/21/17 6:38,273.7
10/21/17 6:43,273.7
10/21/17 6:48,273.7
10/21/17 6:53,273.7
10/21/17 6:58,273.7
10/21/17 7:02,273.7
10/21/17 7:07,273.7
10/21/17 7:12,273.7
10/21/17 7:17,273.7
10/21/17 7:22,273.7
10/21/17 7:27,273.7
10/21/17 7:32,273.7
10/21/17 7:37,273.7
10/21/17 7:42,273.7
10/21/17 7:46,273.7
10/21/17 7:51,273.7
10/21/17 7:56,273.6
10/21/17 8:01,273.6
10/21/17 8:06,273.6
10/21/17 8:11,273.6
10/21/17 8:16,273.6
10/21/17 8:21,273.6
10/21/17 8:26,273.6
10/21/17 8:30,273.6
10/21/17 8:35,273.6
10/21/17 8:40,273.6
10/21/17 8:45,273.6
10/21/17 8:50,273.6
10/21/17 8:55,273.6
10/21/17 9:00,273.6
10/21/17 9:05,273.5
10/21/17 9:10,273.5
10/21/17 9:14,273.5
10/21/17 9:19,273.5
10/21/17 9:24,273.5
10/21/17 9:29,273.5
10/21/17 9:34,273.5
10/21/17 9:39,273.5
10/21/17 9:44,273.5
10/21/17 9:49,273.5
10/21/17 9:54,273.5
10/21/17 9:58,273.5
10/21/17 10:03,273.4
10/21/17 10:08,273.4
10/21/17 10:13,273.4
10/21/17 10:18,273.4
10/21/17 10:23,273.4
10/21/17 10:28,273.4
10/21/17 10:33,273.4
10/21/17 10:38,273.4
10/21/17 10:42,273.4
10/21/17 10:47,273.4
10/21/17 10:52,273.4
10/21/17 10:57,273.4
10/21/17 11:02,273.4
10/21/17 11:07,273.4
10/21/17 11:12,273.4
10/21/17 11:17,273.3
10/21/17 11:22,273.3
10/21/17 11:26,273.3
10/21/17 11:31,273.3
10/21/17 11:36,273.3
10/21/17 11:41,273.3
10/21/17 11:46,273.3
10/21/17 11:51,273.3
10/21/17 11:56,273.3
10/21/17 12:01,273.3
10/21/17 12:06,273.3
10/21/17 12:10,273.3
10/21/17 12:15,273.3
10/21/17 12:20,273.3
10/21/17 12:25,273.3
10/21/17 12:30,273.3
10/21/17 12:35,273.2
10/21/17 12:40,273.2
